uid,uname,login,post,life,ycf,isBM,isManager,uscore
13134,furen,499,34,616,0,0,0,2.4
13135,burea,4434,15910,632,18,1,0,5.5
13136,Barack,9,0,33,0,0,0,0.1
13137,DaisyHarling,75,0,101,0,0,0,1
13138,sepseven,1327,182,256,0,0,0,3
13139,towerandcola,59,4,116,0,0,0,0.1
13140,napo,3785,287,664,0,0,0,3.2
13141,vouuwfh,202,16,214,0,0,0,2.2
13142,luckyHLY,542,18,364,0,0,0,1.6
13143,teamoi,349,154,459,0,0,0,2.9
13144,leowang,641,7260,999,0,1,0,7.9
13145,yujueshi,13,0,100,0,0,0,0.1
13146,yuyaolyj,227,4,58,0,0,0,1.1
13147,fanyang,513,0,119,0,0,0,0.4
13148,JackieAA,1620,71,457,0,0,0,2.6
13149,silenceon,1325,62,388,0,0,0,2.6
13150,hyunpraew,30,0,97,0,0,0,0.6
13151,HBD,3208,173,525,0,0,0,3
13152,hadoop,1873,118,53,1,0,0,2.8
13153,yecchyd,10,0,107,0,0,0,0.2
13154,fyangsea,1335,5,462,0,0,0,2
13155,kg,2,0,26,0,0,0,0
13156,clockworklad,251,1,112,0,0,0,1.8
13157,windyli,2593,1149,641,5,0,0,3.8
13158,fangxiaofang,3921,2907,472,5,0,0,4.3
13159,field,683,34,582,0,0,0,2.4
13160,meka,3,0,17,0,0,0,0
13161,yangcong,62,9,118,0,0,0,1
13162,cocofeier,4,2,96,0,0,0,0
13163,wujxcnc,3000,145,642,0,0,0,2.9
13164,xuqin,1083,32,369,0,0,0,2.4
13165,Stonegrazier,591,220,489,0,0,0,3
13166,nxnxnx,6,0,119,0,0,0,0.3
13167,Joyepku,72,0,364,0,0,0,0.5
13168,tenglongxi,9,2,93,0,0,0,0.1
13169,Meander,4,0,112,0,0,0,0.1
13170,hezhenzi,492,6,451,0,0,0,2.1
13171,lisyufei,751,7,462,0,0,0,2.1
13172,utility,370,8,617,0,0,0,2.1
13173,Tracy,1089,198,599,0,0,0,3
13174,Heiyou,497,74,65,0,0,0,2.6
13175,yhao,12,0,114,0,0,0,0.1
13176,xwmbd,272,21,459,0,0,0,2.3
13177,largesky,1045,105,656,0,0,0,2.8
13178,masha,947,46,272,0,0,0,2.5
13179,rzyrzy,3,0,11,0,0,0,0
13180,yolanda,884,76,640,0,0,0,2.7
13181,kidney,2937,381,660,0,0,0,3.3
13182,YoyoXur,55,2,73,0,0,0,1.8
13183,sunnus,774,28,474,0,0,0,2.4
13184,xiaoyouyou,2,0,23,0,0,0,0
13185,whxpsy,3059,145,587,0,0,0,2.9
13186,travellertan,92,15,246,0,0,0,2.2
13187,renqingshan,4,0,96,0,0,0,0
13188,OldJohn,6,2,1,0,0,0,0.2
13189,dragondragon,966,193,653,0,0,0,3
13190,Jieghii,5526,718,664,1,0,0,3.6
13191,hahahahaha,700,11,119,0,0,0,1.5
13192,JAACCK,1973,75,610,0,0,0,2.7
13193,philor,10747,3224,611,2,0,0,4.4
13194,kael,4907,642,574,0,0,0,3.5
13195,christiful,272,17,534,0,0,0,2.3
13196,yeeeeenyu,138,38,106,0,0,0,1.6
13197,sunleader,859,27,534,0,0,0,2.4
13198,flyingpigeon,791,219,363,0,0,0,2.7
13199,thuyzy,2,0,22,0,0,0,0
13200,dengyuqing,92,0,119,0,0,0,0.1
13201,ghh,76,8,119,0,0,0,0.3
13202,mumuliu,6381,8103,232,13,0,0,5
13203,kelsonlkq,241,0,71,0,0,0,0.8
13204,cspku,309,41,364,0,0,0,1.9
13205,beyondtyf,1318,326,134,0,0,0,3.2
13206,oliviastar,140,1,117,0,0,0,1
13207,seaworld,306,69,658,0,0,0,2.6
13208,mbsite,237,51,363,0,0,0,0.8
13209,backpack,474,65,451,0,0,0,2.6
13210,sweetworm,289,17,372,0,0,0,2.3
13211,zhangzhibin,1214,28,112,0,0,0,1.7
13212,bingqingye,3189,147,170,0,0,0,2.9
13213,lanjane,1349,122,618,0,0,0,2.8
13214,Ykameal,411,57,118,0,0,0,2.5
13215,yyjn,94,0,107,0,0,0,0.2
13216,wangdingkun,78,6,321,0,0,0,2.1
13217,jinshuzhe,1671,1,16,0,0,0,1.8
13218,angieyygz,2,0,1,0,0,0,0
13219,zlyxxx,43,0,0,0,0,0,0.7
13220,snowblink,577,825,575,0,0,0,3.7
13221,shiggg,1085,130,360,0,1,0,2.7
13222,AppleorApple,71,39,118,0,0,0,1.2
13223,baobaonaixi,2,0,26,0,0,0,0
13224,polyer,4297,5493,70,1,0,0,4.7
13225,eptos,3373,192,455,0,0,0,3
13226,BlalaLoly,42,4,51,0,0,0,0.7
13227,xxxclx,30,1,119,0,0,0,0
13228,xtymath,31,0,28,0,0,0,0.2
13229,WSX,653,38,655,0,0,0,2.4
13230,shejiang,261,74,641,0,0,0,2.6
13231,xiaoai,394,38,47,0,0,0,2.4
13232,ha,5072,146,435,0,0,0,2.9
13233,LWWF,1416,76,662,0,0,0,2.7
13234,gkhvn,335,2830,124,0,0,0,4.3
13235,raytan,4055,5610,620,7,1,0,4.8
13236,zyee,45,0,9,0,0,0,0.1
13237,lancewu,205,58,560,0,0,0,2.6
13238,Illidan,1996,2747,575,0,0,0,4.3
13239,hahaqiqi,903,251,109,0,0,0,3.1
13240,chenshifeng,408,47,654,0,0,0,2.5
13241,dilidili,96,8,118,0,0,0,0.6
13242,sunan,66,7,382,0,0,0,2.1
13243,ddrising,506,6,112,0,0,0,0.9
13244,lavoisier,1732,44,664,0,0,0,2.5
13245,lovexinyi,1474,60,518,0,0,0,2.6
13246,foxchris,1011,5,564,0,0,0,2
13247,foolagain,2065,48,480,0,0,0,2.5
13248,fby,531,3,377,0,0,0,2
13249,lyflwyh,14,0,102,0,0,0,0.8
13250,zjczjc,1150,48,633,0,0,0,2.5
13251,Jinerla,6,0,95,0,0,0,0.2
13252,tgycmzwj,1379,44,540,0,0,0,2.5
13253,littletj,290,59,335,0,0,0,2.6
13254,ttchen,3,0,12,0,0,0,0
13255,athena,352,44,61,0,0,0,1.2
13256,shuaitongge,144,0,110,0,0,0,1.7
13257,QPALZMqpalzm,47,34,51,0,0,0,0.9
13258,LYWM,173,26,115,0,0,0,1.2
13259,elenabao,306,69,482,0,0,0,2.6
13260,Shadowkids,5,0,18,0,0,0,0
13261,hchchc,7601,941,664,0,0,0,3.7
13262,huiyiyi,1128,181,361,1,0,0,2.8
13263,crazyboy,971,453,291,2,0,0,3.4
13264,yzypku,59,4,51,0,0,0,1.3
13265,YoyoTwo,755,110,474,0,0,0,2.8
13266,pkupeng,1944,19,264,0,0,0,2.3
13267,bigcaten,7,3,39,0,0,0,0.3
13268,Vitas,22,0,26,0,0,0,0.1
13269,raycui,2581,246,565,2,0,0,3.1
13270,sunx,5,0,66,0,0,0,0.1
13271,xiaotangyuan,2,2,24,0,0,0,0
13273,jiaguwentt,1412,26,512,0,0,0,2.4
13274,washin,1074,1005,491,0,0,0,3.8
13275,JMwwwE,37,3,76,0,0,0,0.4
13276,xuxiaowen,85,5,117,0,0,0,0.3
13277,denghuo,219,35,359,0,0,0,2.4
13278,leoleeooo,12,4,119,0,0,0,0.6
13279,xinnian,16,0,104,0,0,0,0.2
13280,zhangchenr,783,876,484,0,0,0,3.7
13281,Bill,786,157,215,0,0,0,2.9
13282,Glorious,20,0,66,0,0,0,0.5
13283,mocup,3759,8936,593,0,0,0,5.1
13284,lyreting,178,19,119,0,0,0,1.9
13285,Konjacjelly,74,24,119,0,0,0,0.6
13286,twentyfirst,433,1,118,0,0,0,1.8
13287,liweipin,5,0,107,0,0,0,0
13288,linsibo,486,19,35,0,0,0,2.3
13289,Shallon,71,10,518,0,0,0,2.2
13290,differentDNA,3934,273,58,0,0,0,3.1
13291,torle,3472,4981,499,0,0,0,4.7
13292,lhgtc,4053,143,662,0,0,0,2.9
13293,qinxiangkun,101,0,100,0,0,0,1.2
13294,magnetize,14,0,55,0,0,0,0.2
13295,ziji,907,589,337,0,0,0,2.8
13296,fullpower,2,0,28,0,0,0,0
13297,totaleclips,10,4,107,0,0,0,0.2
13298,Statice,222,0,484,0,0,0,2
13299,Proserpina,1283,505,477,0,0,0,3.4
13300,YTyphoon,522,4,114,0,0,0,0.7
13301,Jonseason,22,1,46,0,0,0,0.2
13302,Disturbia,2,0,12,0,0,0,0
13303,remdy,1257,3,458,0,0,0,2
13304,wenzheng,3,0,16,0,0,0,0
13305,lavileon,150,3,54,0,0,0,1.1
13306,wereven,60,0,343,0,0,0,1
13307,mdys,2512,1350,625,0,0,0,3.9
13308,unnamedfish,1134,102,81,0,0,0,2.8
13309,ligav,2,0,29,0,0,0,0
13310,Koiole,170,78,77,0,0,0,1.3
13311,SmileMiss,212,1,118,0,0,0,1.1
13312,huafan,4215,4229,76,0,0,0,4.6
13313,fiberary,1195,40,363,0,0,0,1.5
13314,leebaok,192,6,416,0,0,0,2.1
13315,luyanglaq,681,218,526,0,0,0,3
13316,gotoharrrr,6,0,101,0,0,0,0.1
13317,zZzZ,2502,628,321,0,0,0,3.5
13318,wangxiaoxin,820,3,551,0,0,0,2
13319,yangshuzi,840,116,604,0,0,0,2.8
13320,chengyugong,7,9,33,0,0,0,0.4
13321,aax,2601,528,663,0,0,0,3.4
13322,AKC,18,0,61,0,0,0,0.5
13323,NurzatKaztay,22,0,11,0,0,0,0.3
13324,bdly,3730,197,456,0,0,0,3
13325,zl,7,0,73,0,0,0,0.1
13326,tycxls,3287,3396,644,0,0,0,4.4
13327,Robustwang,289,31,99,0,0,0,1.4
13328,heml,445,77,105,0,0,0,2.7
13329,tianruobing,265,47,613,0,0,0,2.5
13330,xiaomiaomiao,409,19,473,0,0,0,2.3
13331,sunzeningabc,1517,28,664,0,0,0,2.4
13332,LiBBa,3,0,6,0,0,0,0
13333,EEFROGHEAVEN,2345,436,256,0,0,0,3.3
13334,zcyang,241,13,118,0,0,0,1.5
13335,Lucky,3045,7970,23,4,0,0,5
13336,hutuxiaoxian,3427,1034,663,1,0,0,3.8
13337,mjzhang,177,1,117,0,0,0,0.2
13338,Cphkwu,9,0,60,0,0,0,0.8
13339,mcdhcnhk,2029,396,662,0,0,0,3.3
13340,viz,1008,50,653,0,0,0,2.5
13341,bwxwxy,624,219,164,0,0,0,3
13342,ywl,548,75,296,0,0,0,2.7
13343,yyccyy,33,3,47,0,0,0,0.8
13344,flyfoot,1712,0,364,0,0,0,1.7
13345,manxinhuanxi,2215,101,374,0,0,0,2.8
13346,halcyonhh,469,41,649,0,0,0,2.5
13347,woyebuzhidao,951,260,193,0,0,0,3.1
13348,wenhaollz,95,4,67,0,0,0,0.4
13349,inspirations,102,5,117,0,0,0,1.8
13350,hbshikelang,199,5,118,0,0,0,1.4
13351,rainy,185,49,148,0,0,0,2.5
13352,wavc,4659,959,54,0,0,0,3.7
13353,xiangou,161,12,505,0,0,0,2.2
13354,chxyjy,897,24,626,0,0,0,2.3
13355,lilianjie,312,50,496,0,0,0,2.5
13356,dbtmdgns,2,0,8,0,0,0,0
13357,springlotus,2321,67,664,0,0,0,2.6
13358,Yukawa,2229,1373,664,1,0,0,3.9
13359,shimizu,43,6,108,0,0,0,0.7
13360,CJFlaw,587,71,398,0,0,0,2.6
13361,robinnoy,15047,505,664,0,0,0,3.4
13362,mystery,388,60,256,0,0,0,2.6
13363,epicmouse,27,0,88,0,0,0,0.1
13364,jbhfpku,639,26,119,0,0,0,1.4
13365,Rocco,269,5,520,0,0,0,2
13366,alittlelove,1630,44,497,0,0,0,2.5
13367,amander,40,0,24,0,0,0,0.1
13368,LJKER,2,0,17,0,0,0,0
13369,coolcoolfly,363,22,118,0,0,0,1.4
13370,derosey,186,10,76,0,0,0,1.2
13371,slating,799,31,413,0,0,0,2.4
13372,wyyaxz,11,3,118,0,0,0,0.3
13373,yongjiu,64,4,106,0,0,0,0.3
13374,lizzpearl,19,0,354,0,0,0,0
13375,xnnlb,89,4,282,0,0,0,1.1
13376,greuy,921,21,475,0,0,0,2.3
13377,loem,270,14,662,0,0,0,2.2
13378,liveorevil,515,249,538,0,0,0,3.1
13379,Having,1867,1543,519,0,1,0,4
13380,ConFu,14,0,116,0,0,0,0
13381,jerrypku,382,35,24,0,0,0,2.4
13382,sssouth,1620,33,660,0,0,0,2.4
13384,xfpeng,144,34,28,0,0,0,2.4
13385,beidaleifeng,1011,26,589,0,0,0,2.4
13386,AussieKim,6,0,17,0,0,0,0.2
13387,smqhthu,602,0,119,0,0,0,0.5
13388,rosachang,84,0,104,0,0,0,0.6
13389,NalrA,2854,351,622,2,0,0,3.2
13390,BingjieWu,4,0,11,0,0,0,0.2
13391,lettySss,1,0,16,0,0,0,0
13392,zzspku,7,0,65,0,0,0,0.1
13393,Temple,1581,208,500,0,0,0,3
13394,Koothrappali,2457,363,423,0,0,0,3.3
13395,loben,704,10,663,0,0,0,2.2
13396,yimu,1614,199,464,0,0,0,3
13397,leonhardt,3881,118,664,0,0,0,2.8
13398,zxdmike,913,0,363,0,0,0,1.1
13399,Cherryboo,3,0,29,0,0,0,0
13400,xuanlan,1708,729,478,1,0,0,3.6
13401,naiiive,6498,10042,374,0,1,0,5.2
13402,Elena,1051,178,119,0,0,0,2.8
13403,Clinuxyj,155,7,442,0,0,0,2.1
13404,jeong,3,0,4,0,0,0,0
13405,Shuhui,2,1,10,0,0,0,0
13406,metasunmer,1364,399,388,0,0,0,3.3
13407,elrondwang,33,0,80,0,0,0,0.3
13408,lclatpku,1074,15,661,0,0,0,2.2
13409,Abysse,44,4,103,0,0,0,0.2
13410,yogi,2455,94,663,0,0,0,2.7
13411,tonny,676,139,660,0,0,0,2.9
13412,JUSTWE,7,0,119,0,0,0,0
13413,SilentMusic,9065,870,664,0,0,0,3.7
13414,shehui,131,41,113,0,0,0,0.9
13415,yaqianglee,40,0,85,0,0,0,0.9
13416,shirleyC,3,0,17,0,0,0,0
13417,zhangnn,13,1,112,0,0,0,0
13418,redemption,2797,625,664,2,0,0,3.5
13419,xnxnxn,1086,235,256,0,0,0,3.1
13420,wandererphy,892,148,417,0,0,0,2.9
13421,jingjingjing,8,1,83,0,0,0,0.1
13422,FINN,12,0,119,0,0,0,0
13423,wangkaihao,667,86,284,0,0,0,2.7
13424,wistaria,143,16,351,0,0,0,2.2
13425,TinyJueDao,73,27,108,0,0,0,0.6
13426,wanxiang,9,0,7,0,0,0,0.5
13427,wangzeyu,3905,410,658,0,0,0,3.3
13428,superbear,193,2,362,0,0,0,0.4
13429,happyhealthy,2841,14,364,0,0,0,1.7
13430,Arya,292,11,389,0,0,0,2.2
13431,pkunico,12,0,88,0,0,0,0.1
13432,JiangYong,2,0,5,0,0,0,0
13433,qingshanxiu,4,1,44,0,0,0,0.1
13434,ritajh,2007,1949,173,0,0,0,4.1
13435,xjswwz,2,0,25,0,0,0,0
13436,rickyoon,2,0,2,0,0,0,0
13437,ruoshi,493,84,598,0,0,0,2.7
13438,layne,144,12,654,0,0,0,2.2
13439,jq,5948,732,540,0,0,0,3.6
13440,theoinsight,2762,18,398,0,0,0,2.3
13441,shixianghui,22,0,112,0,0,0,0.1
13442,smallwhitexb,1383,810,663,1,0,0,3.6
13443,bdkzh,874,28,108,0,0,0,2.1
13444,unicorn,357,80,621,0,0,0,2.7
13445,psykid,603,281,359,0,0,0,3.1
13446,zpll,1724,1129,649,0,0,0,3.8
13447,riggielee,2548,395,310,0,0,0,3.3
13448,cwxsm,307,4,28,0,0,0,0.8
13449,bensisuanle,1263,26,119,0,0,0,1.2
13450,eastwood,8308,13459,564,7,1,0,5.4
13451,winnielf,203,3,111,0,0,0,0.3
13452,YDSHQ,1348,103,616,0,0,0,2.8
13453,zvbdh,77,12,102,0,0,0,1.1
13454,lebynilby,520,0,364,0,0,0,0.3
13455,providence,298,16,119,0,0,0,0.6
13456,yinglan,86,0,116,0,0,0,1.5
13457,maltacatttt,4,0,25,0,0,0,0
13458,zouwei,1914,8,584,0,0,0,2.1
13459,besummering,9,0,76,0,0,0,0.2
13460,guanyang,21,0,119,0,0,0,0.2
13461,nsnj,609,90,614,0,0,0,2.7
13462,Jackn,799,4,560,0,0,0,2
13463,SAOcean,12,1,63,0,0,0,0.1
13464,chinky,1816,175,664,0,0,0,3
13465,jerrylikeric,557,21,203,0,0,0,2.3
13466,clairechong,1619,540,252,0,0,0,3.4
13467,robinweiyeyu,1262,30,658,0,0,0,2.4
13468,ruthkingdom,1687,307,383,0,0,0,3.2
13469,idioteque,4389,2628,592,1,0,0,4.3
13470,caojunjie,115,12,348,0,0,0,1.1
13471,xyyxx,2737,142,634,0,0,0,2.9
13472,shift,44,4,79,0,0,0,0.6
13473,realzl,1041,88,660,0,0,0,2.7
13474,CharAznable,8053,3034,664,3,1,0,4.4
13475,xzzyxpp,35,0,118,0,0,0,0.5
13476,zjjlpc,615,60,664,1,0,0,2.6
13477,pizzlandle,225,12,71,0,0,0,1.5
13478,kobewall,501,9,317,0,0,0,1.8
13479,tangdafang,187,53,360,0,0,0,2.5
13480,sherrylee,55,4,101,0,0,0,1.1
13481,huluobofu,3,0,14,0,0,0,0
13482,mczhuo,8,0,16,0,0,0,0.3
13483,sram,1896,2254,361,19,0,0,3.7
13484,fairyke,2515,84,348,0,0,0,2.7
13485,wuneishu,364,8,130,0,0,0,2.1
13486,wuwenjing,46,21,47,0,0,0,0.9
13487,xgr,19,0,106,0,0,0,0
13488,gaomengyu,857,66,629,0,0,0,2.6
13489,InstantFlag,16,3,103,0,0,0,0.1
13490,rekey,692,43,12,0,0,0,2.5
13491,xiaozhuge,1046,170,648,1,0,0,2.9
13492,fhbfhb,96,1,103,0,0,0,1
13493,Ayoung,28,2,65,0,0,0,0.4
13494,claudia,40,1,118,0,0,0,0.3
13495,POILKJMNB,28,5,82,0,0,0,0.5
13496,mdyzpb,23,0,112,0,0,0,0.3
13497,tshe,335,33,349,0,0,0,1.5
13498,ArthurDuras,424,3,119,0,0,0,1.5
13499,Fancywinter,912,114,363,0,0,0,1.3
13500,dongyangqwe,312,6,117,0,0,0,1.5
13501,sinian,1083,1541,31,1,0,0,4
13502,linernuo,2,1,29,0,0,0,0
13503,fervent,86,23,110,0,0,0,1.4
13504,sxwmz,1527,954,611,1,1,0,3.7
13505,shielderlin,1210,2,637,0,0,0,2
13506,liruobai,334,0,99,0,0,0,1.9
13507,gergy,138,1,119,0,0,0,0.1
13508,pkuysz,279,21,117,0,0,0,1.7
13509,weixing,477,25,524,0,0,0,2.3
13510,lllllly,42,4,115,0,0,0,0.9
13511,WFW,285,23,118,0,0,0,0.9
13512,benben,5,0,9,0,0,0,0
13513,shspanzer,233,43,343,0,0,0,2.5
13514,Cervantes,580,17,119,0,0,0,1.1
13515,georgez,977,17,91,0,0,0,1.6
13516,shiweiyinfen,515,37,137,0,0,0,2.4
13517,slma,220,12,114,0,0,0,2
13518,quhongyu,16,0,104,0,0,0,0.3
13519,tongtongji,440,28,75,0,0,0,1.7
13520,dingdingho,10,1,118,0,0,0,0
13521,Herry,722,15,360,0,0,0,2
13522,CaffreyWong,5,0,94,0,0,0,0
13523,wishwishwish,285,14,39,0,0,0,1.6
13524,jiangbin,841,505,661,0,0,0,3.4
13525,zhouyonghao,1592,648,215,0,0,0,3.5
13526,wager,1254,23,489,0,0,0,2.3
13527,hellokaixuan,333,5,282,0,0,0,1.6
13528,starking,1573,317,430,0,0,0,3.2
13529,syhazelsu,47,9,103,0,0,0,1
13530,fengzi,3605,7729,604,0,0,0,5
13531,LG,129,9,118,0,0,0,0.5
13532,chenyonggang,333,46,629,0,0,0,2.5
13533,hellopeking,323,21,117,0,0,0,1.3
13534,pkuzxj,1768,273,364,0,0,0,2
13535,evelynizzy,14,0,64,0,0,0,0.2
13536,chenchenmomo,31,10,110,0,0,0,0.6
13537,UMAD,13,3,119,0,0,0,0.3
13538,mxsunny,759,5,495,0,0,0,2
13539,suiyueruge,13,3,34,0,0,0,0.6
13540,soinlove,9,0,57,0,0,0,0.1
13541,fnne,810,752,625,0,0,0,3.6
13542,cynthiawu,1378,9,385,0,0,0,2.1
13543,gchwu,267,51,599,0,0,0,2.5
13544,thuss,98,0,119,0,0,0,0.4
13545,yamazakizy,81,15,94,0,0,0,1.2
13546,foofman,935,77,313,0,0,0,2.7
13547,yixing,362,59,102,0,0,0,2.4
13548,hillpan,69,26,116,0,0,0,1.8
13549,lizhuohan,2168,3,364,0,0,0,1.8
13550,alucycy,374,23,118,0,0,0,1.6
13551,lizzzzzy,19,1,119,0,0,0,0.1
13552,yxbyj,430,30,117,0,0,0,1.5
13553,zzzzzzzz,47,0,118,0,0,0,0.1
13554,qinghao,1816,632,653,0,0,0,3.5
13555,jinmings,2,0,25,0,0,0,0
13556,mover,483,572,99,0,0,0,3.5
13557,jlxue,1143,112,664,0,0,0,2.8
13558,zcmessi,3715,143,32,0,0,0,2.9
13559,cswat,729,2,583,0,0,0,2
13560,sfllher,143,19,96,0,0,0,2.2
13561,tinawu,170,26,116,0,0,0,0.6
13562,yupiaoguo,7,0,102,0,0,0,0
13563,liuhao,254,12,110,0,0,0,1.5
13564,Fabio,15,0,105,0,0,0,0
13565,lovetkd,1283,503,663,1,0,0,3.4
13566,sdqdbxj,2075,1835,364,1,0,0,3.9
13567,charlesandm,2,1,25,0,0,0,0
13568,yaodashanren,4,5,25,0,0,0,0.2
13569,Thrasher,1681,1835,361,2,0,0,4.1
13570,valiaan,787,239,404,0,0,0,3.1
13571,wtmsxm,2,0,27,0,0,0,0
13572,langyue,1273,226,223,1,0,0,3.1
13573,bluethyme,106,5,72,0,0,0,1.8
13574,wswjy,129,1,97,0,0,0,1.1
13575,givecc,354,88,563,0,0,0,2.7
13576,niniliz,876,91,192,0,0,0,2.7
13577,greenpku,74,1,111,0,0,0,0.7
13578,imluaua,1124,973,664,0,0,0,3.7
13579,loshuangve,907,39,496,0,0,0,2.5
13580,luccw,7,0,118,0,0,0,0
13581,jskx,44,34,108,0,0,0,0.5
13582,pkunkuwxc,3,0,19,0,0,0,0
13583,princesouth,5032,1340,135,0,0,0,3.9
13584,Orangel,12332,5936,662,5,0,0,4.8
13585,tenorzhao,39,2,93,0,0,0,0.6
13586,alyosh,3380,634,662,0,0,0,3.5
13587,GeminiBY,5366,1146,664,0,0,0,3.8
13588,choir,3,0,22,0,0,0,0
13589,childish,509,27,407,0,0,0,2.4
13590,fengzx,451,7,362,0,0,0,1.6
13591,zxzjoyce,1155,226,614,0,0,0,3.1
13592,OLW,1186,47,663,0,0,0,2.5
13593,aabio,25,6,109,0,0,0,0.3
13594,wel,797,1596,560,0,0,0,4
13595,wenliu,708,40,452,0,0,0,2.5
13596,mmmmmyy,3,0,16,0,0,0,0
13597,wjj,1152,24,545,0,0,0,2.3
13598,zhangqr,16,0,117,0,0,0,0.3
13599,wanqing,65,26,116,0,0,0,1
13600,Minerva,4,0,114,0,0,0,0
13601,gaohuazuo,306,8,119,0,0,0,0.3
13602,conlomerate,670,38,478,0,0,0,2.4
13603,fksgm,11,0,58,0,0,0,0.5
13604,allpast,199,24,243,0,0,0,2.3
13605,HojoUjiyasu,1356,80,364,0,0,0,1.6
13606,osgood,1432,1247,256,0,0,0,3.9
13607,robetta,2192,147,368,0,0,0,2.9
13608,embracevj,674,409,337,0,0,0,3.3
13609,gby,3698,168,660,0,0,0,2.9
13610,KangTa,5722,12461,149,0,0,0,5.3
13611,voicecho,606,200,602,1,0,0,3
13612,fanzhao,40,6,107,0,0,0,1.3
13613,qianqianjie,1315,98,414,0,0,0,2.7
13614,ZengZeng,2,0,12,0,0,0,0
13615,phy,2,0,2,0,0,0,0
13616,KekeAnybaby,288,23,521,0,0,0,2.3
13617,bsjin,288,5,114,0,0,0,0.4
13618,turquoise,971,235,287,0,0,0,3.1
13619,QuincyDeng,326,24,114,0,0,0,2.2
13620,neta,72,15,403,0,0,0,2.2
13621,seethe,3938,7773,446,0,0,0,5
13622,LonelyPluto,2673,190,648,1,0,0,3
13623,afterfuture,181,1,111,0,0,0,0.3
13624,lenyokin,798,128,163,0,0,0,2.8
13625,luckyalora,13,0,51,0,0,0,0.1
13626,BEBE,778,9,506,0,0,0,2.1
13627,qingjingshui,157,0,119,0,0,0,0.2
13628,MTR,1102,7272,581,6,0,0,4.9
13629,YOULONG,20,1,46,0,0,0,0.3
13630,xingbuxing,713,12,364,0,0,0,1.8
13631,nnuoneapple,6,0,13,0,0,0,0
13632,maiyatang,65,5,118,0,0,0,0.2
13633,jvechize,3055,92,398,0,0,0,2.7
13634,NinaForbes,467,18,19,0,0,0,1.6
13635,WispyMay,381,18,500,0,0,0,2.3
13636,Yangsongmo,89,0,119,0,0,0,0.3
13637,templezp,676,86,506,0,0,0,2.7
13638,hytsFOFO,507,62,660,0,0,0,2.6
13639,tiara,56,0,63,0,0,0,0.2
13640,zhousijie,272,18,118,0,0,0,0.8
13641,wusimin,66,5,104,0,0,0,1.8
13642,meizhu,226,9,596,0,0,0,2.1
13643,RichardCho,568,83,334,0,0,0,2.7
13644,Beenle,10,5,25,0,0,0,0.4
13645,zhaodu,756,18,353,0,0,0,1.7
13646,crysninety,1495,12,572,0,0,0,2.2
13647,Eulan,68,1,109,0,0,0,0.1
13648,AndrewHQ,21,8,98,0,0,0,0.3
13649,setuka,512,63,95,0,0,0,2.6
13650,hanchangli,1495,8,119,0,0,0,1.3
13651,liangjs,85,3,104,0,0,0,1
13652,haikuotk,1274,1086,471,0,0,0,3.8
13653,ggssjjpku,9,0,82,0,0,0,0.2
13654,alanzhang,275,190,542,0,0,0,3
13655,juanxie,2,0,17,0,0,0,0
13656,muktub,67,1,91,0,0,0,0.5
13657,KatherineLu,449,80,119,0,0,0,2.4
13658,phoenixblue,647,3,259,0,0,0,2
13659,happyvivian,1225,7,626,0,0,0,2.1
13660,teinking,2429,849,634,0,0,0,3.7
13661,Gonewither,107,9,119,0,0,0,0.5
13662,ztt,152,2,119,0,0,0,0.1
13663,ylllan,6730,4884,654,0,0,0,4.7
13664,Shikare,16,0,105,0,0,0,0.1
13665,yemaozi,2437,42,474,0,0,0,2.5
13666,aotuman,5,0,115,0,0,0,0.1
13667,aastock,255,126,327,0,0,0,2.8
13668,ht,5,0,0,0,0,0,0
13669,witty,1392,173,632,0,0,0,3
13670,chanjoe,978,21,267,0,0,0,2.3
13671,hllang,825,12,376,0,0,0,2.2
13672,foxndog,2295,2888,525,0,1,0,4.3
13673,lbl,2383,125,608,0,0,0,2.8
13674,lycfc,6048,237,640,0,0,0,3.1
13675,sftjh,41,0,97,0,0,0,0.3
13676,hanfeng,574,33,652,0,0,0,2.4
13677,zhzy,11,3,98,0,0,0,0.2
13678,SylviaIce,370,24,481,0,0,0,2.3
13679,ZHANGHAOJIE,339,40,350,0,0,0,1.8
13680,Pkualice,1835,11,100,0,0,0,2
13681,hanchan,322,34,513,0,0,0,2.4
13682,tinia,454,55,175,0,0,0,2.6
13683,symll,2617,25,460,0,0,0,2.3
13684,chenzhi,3,1,14,0,0,0,0
13685,canxue,250,156,341,1,0,0,2.9
13686,knocknock,314,862,110,0,0,0,3.7
13687,nqhqsdsy,238,24,310,0,0,0,2.3
13688,fengxiaoying,18,0,115,0,0,0,0.1
13689,lehuolh,108,0,97,0,0,0,0.7
13690,ziranhenbang,140,27,391,0,0,0,2.4
13691,xinzhizhou,74,70,100,0,0,0,1.2
13692,Solstice,766,171,119,0,0,0,1.3
13693,ZHL,698,0,119,0,0,0,0.4
13694,chenmaolin,663,23,115,0,0,0,1.3
13695,zhupaipai,426,69,319,0,0,0,2.6
13696,xiaohouzi,258,98,60,0,0,0,1.7
13697,yuloukong,611,15,575,0,0,0,2.2
13698,juiceakun,1636,6,256,0,0,0,2.1
13699,Chenmomo,10,0,21,0,0,0,0
13700,tram,4832,870,662,2,0,0,3.7
13701,liuxuan,295,4,103,0,0,0,1.8
